,author_id,created_at,lang,tweet
12,1267569786113806336,2022-07-07 09:42:24+00:00,in,Njir.  Gini rasanya jadi anak kos pengangguran . Pinjem duit temen buat minta top up in ke gojek buat beli makanan promo .
13,575900331,2022-07-07 09:40:22+00:00,in,wts voucher gojek gosend #zonauang https://t.co/RZpYGsvWXW
14,2983890506,2022-07-07 09:39:00+00:00,in,"@tehleci_ dan cek pada aplikasi gojek :
1. klik CHAT
2. klik INBOX
3. klik pesanan yang ingin kamu cek (3/4)"
15,1266764076681580544,2022-07-07 09:38:08+00:00,und,@mr_aantiiss gojek om 😅
16,1536525990007951360,2022-07-07 09:37:37+00:00,in,"wtb renjun selca pp sg21, gojek/boom, reality/wink, new school/topi, young star/bubble gum, acekit, cashbee lunar pink 😭😭

(khusus pc era beatbox buy seller dom sumatera only ya) AKU NYARI NO PAIR BUAT PC HD 😭😭😭"
17,814023855991685120,2022-07-07 09:36:31+00:00,ja,@gojek_kombu 虚無ですわ
18,2795641759,2022-07-07 09:36:09+00:00,in,Mo donasi gopay buat naik gojek boleh banget loh
19,1008975647157338112,2022-07-07 09:31:25+00:00,in,@oalaherit kerjanya di gojek cuma gatau di posisi apa 🥲🥲🥲
20,1255414745877921793,2022-07-07 09:30:50+00:00,in,wts voucher gojek goride gofood dom bandung #zonauang
21,1407606750635708426,2022-07-07 09:30:13+00:00,in,#zonauang voucher goride gojek dom jkt
22,1053207295662804992,2022-07-07 09:28:47+00:00,in,Monmaap nih kirain pake jaket gojek https://t.co/C10vNUN4RL
23,1521639670387380225,2022-07-07 09:28:24+00:00,in,@beolpride ooo jdi itu alasanmu jdi driver gojek yh
24,1289213271921192960,2022-07-07 09:27:09+00:00,in,gojek lg ga ada promo kah?? 😞
25,127607348,2022-07-07 09:26:42+00:00,in,"sitolol kan itu di trackingnya ada nomer gojek 😪
yah mau berekspektasi apa https://t.co/hn9aUbGYLU"
26,1507893777230299139,2022-07-07 09:26:36+00:00,in,@bmjasuke di gojek ya kak
27,735628583876464644,2022-07-07 09:26:23+00:00,in,info gojek pribadi wkwk
28,1014721118895161347,2022-07-07 09:24:29+00:00,in,"@lampungbase kalo gojek, grab, macim apa guna c"
29,1445245086330097669,2022-07-07 09:23:51+00:00,in,"5. Resto yang terlalu lama prosesny harus ada sanksi tertentu.
6. Masih banyak orderan gosend yang dimensi barangnya melebihi S&amp;K.
7. Untuk gojek bike food sebaiknya customer diberikan fitur pilihan saat order foodnya, agar customer yang milih saat order.

#AdaApaDenganGojek"
30,1165509651602894851,2022-07-07 09:23:29+00:00,in,"hai @gojekindonesia , kenapa voucher promo ku semua tiba tiba dibekuin? dengan alasan akun gojek saya tidak resmi padahal saya download dan selalu upgrade lewat playstore. saya juga sering order gofood, pelanggan setia kok diginiin? kecewa"
31,827176615733981184,2022-07-07 09:22:51+00:00,in,@arafunetetsuji Oiya wkwkwk. Tp gojek lumayan berguna buatku... jd kalo berisik sering dimaafkan.
32,1542865846917529600,2022-07-07 09:21:55+00:00,in,"Haloo @gojekindonesia, apakah akun saya kena soft banned? Karena udah jarang dapet voucher goride, gofood, atau gocar lagi. Selain itu saya juga gabisa masukin kode promo.Tolong dibantu ya agar bisa nyaman menggunakan gojek kembali, terima kasih. https://t.co/ipHRzpoxkS"
33,856995938451075072,2022-07-07 09:21:48+00:00,in,@mygsnow_ Ya Allah gw ngelag 😭😭😭 kok gojek? rupanya gw typoo 😭😭😭 anjirrr maluuu
34,1054100000,2022-07-07 09:21:26+00:00,tr,need verif gojek #zonauang
35,895326602,2022-07-07 09:19:18+00:00,in,Ada yang punya voucher gojek area jogja nanti buat jam 5 an? #zonauang
36,1315127079948619776,2022-07-07 09:18:19+00:00,in,@wonnieall minta edit ma bang gojek kh
37,1537383303812349952,2022-07-07 09:15:20+00:00,in,"@fullofcamellia sini kak, dom sby juga bisa cod/gojek

https://t.co/P8iBITy9pP"
38,828760299213697024,2022-07-07 09:14:56+00:00,tr,@marleenmars *pesen gojek*
39,1386566329289768961,2022-07-07 09:14:33+00:00,in,@XIANGxBAR @ryhanwb abang gojek cuma figuran jir
40,1092793212979171329,2022-07-07 09:14:06+00:00,in,"@lampungbase Kan ada aplikasi yang namanya gojek, grab, dsb"
41,1300653099753721858,2022-07-07 09:11:48+00:00,in,wts pc asahi selca pob ktown4u tss gojek 25k https://t.co/50D7cd7Kw4
42,1418480692661342208,2022-07-07 09:11:25+00:00,in,gwa gak ngerti ini abang gojek ngajak gwa ngomong apa
43,1318520867156971525,2022-07-07 09:09:54+00:00,in,@overdozzz_ oo bukan y kirain gojek
44,1541334622097010688,2022-07-07 09:08:56+00:00,in,"ngomong sm abang abang gojek bawaan nya cuman ""iya iya haha hihi haha hehe"" doang"
45,1131251203357065216,2022-07-07 09:08:20+00:00,in,"GOJEK BIKE

Bahkan diperparah menyusutnya order di beberapa kecamatan dengan kehadiran gojek sepeda dan tarifnya pun lebih luar biasa gilaakk, padahal banyak juga yang tidak tepat sasaran, yappss pengantarannya tetep pakai motor 🤣

tolong ditinjau ulang agar tepat sasaran https://t.co/9QjHFS1pAc"
46,1131251203357065216,2022-07-07 09:08:13+00:00,in,"25 TRIP/HARI

dalam rentang waktu 07.00 s.d 22.00 (15 jam), driver dipaksakan menyelesaikan paling tidak 25 trip, di sektor ini mungkin banyak yang bisa melakukan karena tapi gojek lupa bahwa gofood lebih complicated kesulitannya, bahkan di era bonus pun, 20 trip food itu 24 jam https://t.co/WH9h7uLfF5"
47,1131251203357065216,2022-07-07 09:08:10+00:00,in,"5 kebijakan blunder @gojekindonesia di sektor @gofoodindonesia yang jadi perbincangan time line akhir-akhir ini membuat pertanyaan #AdaApaDenganGojek 

• 25 trip/hari
• Tarif bawah Rp.8.000
• Poin disama ratakan
• Gojek Bike
• Parkiran abu-abu 

••• A THREAD ••• https://t.co/QcGoBhSaQ3"
48,1543667685770153984,2022-07-07 09:08:04+00:00,in,@moonareas Ta-tapi helmnya Gojek. Yang bener yang mane bang? 👉🏼👈🏼
49,1523214259085189121,2022-07-07 09:07:55+00:00,in,@moonareas gk ak tim gojek
50,14137247,2022-07-07 09:07:35+00:00,in,"open verif e-wallet

8.000/verif, non-garansi
10.000/verif, garansi semastip

dana, gojek, shopee, grab/ovo, dll✅

♡ hmu on dm/wa https://t.co/t89HMFwANL"
51,895883560753577984,2022-07-07 09:07:12+00:00,in,#zonabu #zonauang voc voucher grab goride gojek buat sekarang dom jakarta selatan drop fee nya
52,1521409966913236992,2022-07-07 09:06:03+00:00,und,@moonareas ak tim gojek mmf
53,226481275,2022-07-07 09:05:22+00:00,in,"@hujanduka Hai Kak, kami mohon maaf atas ketidaknyamanannya. Terkait dengan informasi yang kamu sampaikan, mohon untuk melampirkan nomor telepon yang terdaftar diakun Gojek kamu melalui DM ya. Terima kasih^sn"
54,1202553184809447424,2022-07-07 09:03:21+00:00,in,@__javiers bilangnya ke mang gojek kan dia yang nyetir
55,1345999079667425280,2022-07-07 09:02:57+00:00,in,wtb goride gojek promo voucher berapa ya? #zonauang #zonaba
56,1345999079667425280,2022-07-07 09:02:08+00:00,in,"Halo admin @gojekindonesia, apakah akun saya kena soft banned? soalnya udah lama ngga dapet voucher goride/gocar/gofood, terus juga kode promo yg diklaim ga muncul di aplikasi. Bahkan buat langganan jg. Tolong bantuannya ya agar bisa nyaman menggunakan gojek kembali, terima kasih"
57,730202444,2022-07-07 09:01:48+00:00,in,Pesen gojek datengnya mekdi https://t.co/wTAEBrBiOF
58,1462170377644216322,2022-07-07 09:01:23+00:00,in,@00KDY_ ada gojek ga k
59,1226714335856099329,2022-07-07 09:00:35+00:00,en,"WTS Voucher gofood
Fee 3k, all DOM

WTS Voucher Gocar
Fee 2k, Dom Sby

DM \ Mention 

#gojek #goride #gocar #gosend #gofood #racunbelanja #zonauang https://t.co/Bai9qlyUNq"
60,840574658797740032,2022-07-07 08:58:43+00:00,in,"wts voucher voc gojek goride pot 7k untuk dom tertera, masih sisa 8 voucher yaaa, sayang gak kepake 😢

fee = 2k

t. voc voucher gojek goride jabodetabek bandung surabaya makassar jogja

#zonauang #zonaba #zonajajan https://t.co/bSBemCEVH2"
61,972632196447006720,2022-07-07 08:58:37+00:00,in,"@oreodicelupin Sebenernya iya vi... manissss banget :"")
Aku suka nitip ke abang gojek mimta less sugar gitu😂"
62,14137247,2022-07-07 08:54:03+00:00,in,"open verif e-wallet

8.000/verif, non-garansi
10.000/verif, garansi semastip

dana, gojek, shopee, grab/ovo, dll✅

♡ hmu on dm/wa 
#zonauang #zonaba https://t.co/FKqQhlZptJ"
63,114688467,2022-07-07 08:53:34+00:00,in,"Sebelum ada gojek/ grab, aku anak angkot. Akhir-akhir ini balik jadi anak angkot lagi kalau rute yang dituju memang bisa ditempuh pakai angkot. Lalu baru sadar betapa murahnya naik angkot. So far tarif termahalku 6 ribu, itu udah jauh banget 😱 https://t.co/tHrmhGM2xY"
64,585053709,2022-07-07 08:53:27+00:00,in,"@wongwoor @convomfs Kalo gojek atau grab patokannya apotek villa japos, nah nanti disana ada indomart &amp; alfamart gitu rumah dia deket indomart dan sebelahan banget sama apotek itu"
65,1540619946383667200,2022-07-07 08:52:06+00:00,in,@dialogreiis klo cape gojek aja
66,1005123494470869003,2022-07-07 08:52:05+00:00,in,@sunscentie Tambahin app gojek ke folder itu
67,1542151929002078210,2022-07-07 08:51:50+00:00,in,@cacallovesyou nitip bang grab/gojek sjh
68,1432138557288636417,2022-07-07 08:50:54+00:00,in,"SUMPAH TADI AKU BM BGT SAMA TIPAT CANTOKK TRUS MAU GOJEK. Tapi mikir mama lagi masak trus keknya nasi sama beknya masih, jadi gausah. AKKK TIBA TIBAA TADI DITANYAK GINI😭😭🤲🏼🤲🏼🤲🏼🤲🏼 APAKAH KM CENAYANG BUND? https://t.co/zKG5zGGmeX"
69,176799786,2022-07-07 08:49:14+00:00,in,"Mimpi terabsurd dan creepy, dikejar klien sampe ke jember, dia lari aku naik gojek, cuma buat minta maaf 😵‍💫"
70,1444687895281889289,2022-07-07 08:49:06+00:00,in,GW TEKOR BGTTTT kalo naik gojek dari lebak bulus ke rumah bisa nyampe gocapa
71,99864226,2022-07-07 08:48:48+00:00,in,Gojek Beri Jaminan Layanan GoRide Dan GoCar Jemput Tepat Waktu https://t.co/zAciAR95QO
72,468245318,2022-07-07 08:47:17+00:00,en,"If 20-30 years in the future Gojek and Grab (and other soft tech service startups) are able to survive without changing their business model, then it means Indonesia is stuck within the middle-income trap — people's wages are stagnating, and inequality is rampant"
73,468245318,2022-07-07 08:47:17+00:00,en,"Our middle-class lifestyle in Indonesia where we purchase services (like Gojek/Grab) at low price is sustained by a low wage equilibrium

Economic development will necessarily increase the price of services such that the middle-class wouldn't be able to afford it anymore"
74,919930253278973953,2022-07-07 08:47:13+00:00,in,astaga blm sehari balik ni hp udah nyium lantai drop off gojek/grab brasserie pi :))
75,1542901739497881601,2022-07-07 08:46:13+00:00,in,"@coffsesh pengennya si begitu, tp madak aku jemput kau pake gojek trs kt gojek bareng nyari seblak"
76,226481275,2022-07-07 08:45:40+00:00,in,"@mikkaerla Hai Kak, kami mohon maaf atas ketidaknyamanannya. Terkait dengan informasi yang kamu sampaikan, mohon untuk melampirkan nomor telepon yang terdaftar diakun Gojek kamu melalui DM ya. Terima kasih^sn"
77,1202553184809447424,2022-07-07 08:44:18+00:00,in,mang gojek lama
78,1458770341702950912,2022-07-07 08:43:28+00:00,in,"halo @gojekindonesia mau tanya apa akun aku kena soft banned ya? soalnya udah lama ga dapet voucher goride dll, udah berbulan bulan gaada, kode promo yg diklaim juga ga muncul di aplikasi. Tolong bantuannya ya agar bisa nyaman menggunakan gojek kembali, terima kasih."
79,1367510020867252231,2022-07-07 08:42:42+00:00,in,"gua bingung.....mau pergi diblg gada yg anter....gua mau naik tj/gojek gaboleh....terus gua gimana ajg tmn"" gua dah pd mau kluar indo masa gua gajalan"" sm mreka trs...."
80,307790713,2022-07-07 08:42:37+00:00,in,"@CNNIndonesia Cakepnya kerudung ni😍😍

Trends: Shopee promo Mega Sale 7.7 arawinda natalie nathalie holscher sule kuliah kampus putdel putri delina #zonauang bu giveaway voucher viral video status sg instagram gojek tudung hijab inner warna spill rekomendasi jilbab niqab https://t.co/3hhkL24h6n"
81,2233936194,2022-07-07 08:41:41+00:00,lv,"@unnesmenfess Gojek, grab, maxim"
82,1302120015269830657,2022-07-07 08:41:33+00:00,in,@convomfs naik motor abang grab/gojek
83,307790713,2022-07-07 08:39:58+00:00,in,"Cakepnya kerudung ni😍😍

Trends: Shopee promo Mega Sale 7.7 arawinda natalie nathalie holscher sule kuliah kampus putdel putri delina #zonauang bu giveaway voucher viral video status sg instagram gojek tudung hijab inner warna spill rekomendasi jilbab niqab https://t.co/4ffIiI6vRG"
84,1104904786246217728,2022-07-07 08:39:37+00:00,in,"@budiawandki @handre_81 @Dennysiregar7 Di pecat jokowi itu kenyataan lho, bukti pemecatan nya ada, pengantinya ada, bahkan klau di tanya jd menteri pendidikan apa hasilnya? Ya gak ada, nadiem jadi menteri 1 tahun hasilnya UN langsung di hapus. Trus kalau bandingin nadiem sama anies, ya jauh, anies bisa bkn gojek gak?"
85,307790713,2022-07-07 08:39:32+00:00,in,"Cakepnya kerudung ni😍😍

Trends: Shopee promo Mega Sale 7.7 arawinda natalie nathalie holscher sule kuliah kampus putdel putri delina #zonauang bu giveaway voucher viral video status sg instagram gojek tudung hijab inner warna spill rekomendasi jilbab niqab https://t.co/rkL1oJzg6k"
86,1436718684353925121,2022-07-07 08:39:05+00:00,in,"@18fesss Kl km was was, kirimin gojek aja nder. Atau kl perlu kasih uang bulanan, jd dia gak perlu kerja. Lumayan kan meminimalisir masalah dia boleh apa gak bonceng ama temen kantor cuma perkara maksi  🙄"
87,1314926253745467393,2022-07-07 08:39:03+00:00,in,@karirfess kalo pp wah setengah gaji kayanya bisa. bisa 130an berangkat doang. mending ngetj atau naik krl baru nyambung gojek kalo emg gda akses angkutan terdekatnya
88,1489652149034176514,2022-07-07 08:38:13+00:00,in,"@sbyfess Gojek, ngegrab kalau gak shopee"
89,1112934161541550080,2022-07-07 08:38:11+00:00,in,"naon ieu euy gojek ges ka 3x na asup orderan gosend nyokot barangna diimah urg,
sedangkan urg teu mesen nanaon:(
karunya gojekna ieu duh ges 3x jeng beda kabeh driverna."
90,1310550568247517184,2022-07-07 08:38:02+00:00,en,"Just received a delivery food from abang gojek who have a black suit on, a tie and a nice shoes.

While me wearing a short pants with hole on the side and  kaos oblong partai demokrat that i got from my dad"
91,2509038529,2022-07-07 08:36:14+00:00,in,tapi gengs rumah gw ke stasiun krl ajaa gojek 25k pp udah gocap belom lg ke tempat2 yg gaada akses tj angkot jaklingko mau gamau ya kudu pake gojek lg:( kalo badan lg fit beneran gw sih rela jalan kaki jauh tp ya ga tiap hari jg bro
92,345104493,2022-07-07 08:35:33+00:00,in,"halo admin @gojekindonesia , apakah akun saya kena soft banned? soalnya udah lama ngga dapet voucher goride/gocar/gofood, terus juga kode promo yg diklaim ga muncul di aplikasi tolong bantuannya ya agar bisa nyaman menggunakan gojek kembali, thx"
93,1481851037795635201,2022-07-07 08:35:04+00:00,in,"LUCU DAPAT DRIVER GOJEK KAI KAI 🥹🥹🥹🥹🥹🥹. ""Aina kah ni, aina aina hahaha"". smngat kerja deh kai berejeki."
94,1176702384443187201,2022-07-07 08:34:06+00:00,en,"wts 2 voc goshop 
fee 2k/ea
t. voucher/voc goshop gojek
#zonauang https://t.co/TYWxWb4XuL"
95,2603632652,2022-07-07 08:33:20+00:00,in,"demi tuhan gua gapernah ambil fee selama bantuin jualan mutual disini. even mau tf in mau gojek in juga gapernah gua terima. dan bukan brrti lu bisa blg 'bantu jualin dong, nanti gua bayar'. fak??????"
96,1496382930545184771,2022-07-07 08:32:46+00:00,in,@xagibranv masa sih emang di gojek gk ada?
97,737114089386741760,2022-07-07 08:31:02+00:00,in,Ini Enaknya Pengguna Gojek Pakai Fitur Penjaminan Tepat Waktu  #Gojek #OjekOnline #GojekIndonesia #FiturTerbaruGojek #FiturPenjaminanTepatWaktu https://t.co/998yoVdkD8 https://t.co/ySLygM4kVO
98,1543667685770153984,2022-07-07 08:30:54+00:00,in,"@karirfess Enggak ganti ke krl atau TJ aja, nder?

Kalau aku seandainya PP pakai Gojek, total sekitar 700rb sendiri."
99,1511317968378302470,2022-07-07 08:30:15+00:00,in,"@ssefnum kalau beli makanan mending gofood pake alamat dia aja, jangan lu beli makanan di jakarta dikirim ke kalimantan pake gojek anjj gue ketawa banget dah kasian mang gojeknya WKWKWKWK"
